gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.8978441640554197,0.638881829733164,0.8735232800555942,0.5036057692307693,0.9228421970357454,0.07715780296425458,0.9187860776133051,0.8981827385456699
