data_set,Algorithm,G-Mean,fscore,recall,precision,specificity,fpr,accuracy
HTRU 2,Random Forest,0.8724816174288611,0.8722741433021806,0.8536585365853658,0.89171974522293,0.89171974522293,0.10828025477707007,0.9770949720670391
