data_set,Algorithm,G-Mean,fscore,recall,precision,specificity,fpr,accuracy
HTRU 2,Random Forest,0.8869976397382127,0.886558627264061,0.8595194085027726,0.9153543307086615,0.9153543307086615,0.08464566929133858,0.9798544100220078
