gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9100900369990707,0.7399842890809112,0.8706099815157117,0.6434426229508197,0.9513604174431607,0.04863958255683936,0.9439647875402065,0.9109851994794362
