data_set,Algorithm,G-Mean,fscore,recall,precision,specificity,fpr,accuracy
HTRU 2,Random Forest,0.7095166288372757,0.6842105263157896,0.9305072967338429,0.541010101010101,0.541010101010101,0.458989898989899,0.9293593187403555
