gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9070395400462276,0.7338501291989663,0.8658536585365854,0.6367713004484304,0.9501845018450185,0.04981549815498155,0.9424581005586592,0.9080190801908019
