data_set,Algorithm,G-Mean,fscore,recall,precision,specificity,fpr,accuracy
HTRU 2,Random Forest,0.8829416259471571,0.8826291079812207,0.8597560975609756,0.9067524115755627,0.9067524115755627,0.0932475884244373,0.979050279329609
