gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9118160707428173,0.877906976744186,0.8373382624768947,0.9226069246435845,0.9929183749534104,0.007081625046589639,0.97866937531742,0.9151283187151525
