gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9136387947971963,0.8761904761904761,0.8414634146341463,0.9139072847682119,0.9920049200492005,0.007995079950799507,0.9782122905027933,0.9167341673416733
