gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9006292862943739,0.7272727272727273,0.8536585365853658,0.6334841628959276,0.9501845018450185,0.04981549815498155,0.9413407821229051,0.9019215192151921
