gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9028126332227009,0.8571428571428571,0.823170731707317,0.8940397350993378,0.990159901599016,0.00984009840098401,0.9748603351955307,0.9066653166531666
