gmean,fscore,recall,precision,specificity,fpr,accuracy,roc_auc
0.9392307887852628,0.7800413345143193,0.9179986101459346,0.6781314168377823,0.9609540415992028,0.03904595840079711,0.9574212722180945,0.9394763258725687
